STATION,NAME,DATE,TAVG,TMAX,TMIN
TX000038987,"GYSHGY, TX",9/1/1904,66,86,37
TX000038987,"GYSHGY, TX",9/2/1904,67,80,47
TX000038987,"GYSHGY, TX",9/3/1904,65,77,49
TX000038987,"GYSHGY, TX",9/4/1904,69,88,42
TX000038987,"GYSHGY, TX",9/5/1904,67,85,53
TX000038987,"GYSHGY, TX",9/6/1904,68,81,35
TX000038987,"GYSHGY, TX",9/7/1904,65,83,38
TX000038987,"GYSHGY, TX",9/8/1904,66,81,39
TX000038987,"GYSHGY, TX",9/9/1904,64,78,43
TX000038987,"GYSHGY, TX",9/10/1904,63,77,42
TX000038987,"GYSHGY, TX",9/11/1904,68,85,41
TX000038987,"GYSHGY, TX",9/12/1904,66,80,49
TX000038987,"GYSHGY, TX",9/13/1904,64,78,47
TX000038987,"GYSHGY, TX",9/14/1904,63,74,44
TX000038987,"GYSHGY, TX",9/15/1904,67,88,41
TX000038987,"GYSHGY, TX",9/16/1904,67,84,57
TX000038987,"GYSHGY, TX",9/17/1904,56,84,41
TX000038987,"GYSHGY, TX",9/18/1904,57,81,34
TX000038987,"GYSHGY, TX",9/19/1904,64,81,35
TX000038987,"GYSHGY, TX",9/20/1904,63,80,46
TX000038987,"GYSHGY, TX",9/21/1904,57,78,41
TX000038987,"GYSHGY, TX",9/22/1904,47,51,44
TX000038987,"GYSHGY, TX",9/23/1904,54,64,40
TX000038987,"GYSHGY, TX",9/24/1904,59,71,34
TX000038987,"GYSHGY, TX",9/25/1904,65,83,40
TX000038987,"GYSHGY, TX",9/26/1904,63,79,38
TX000038987,"GYSHGY, TX",9/27/1904,60,76,40
TX000038987,"GYSHGY, TX",9/28/1904,59,74,36
TX000038987,"GYSHGY, TX",9/29/1904,59,72,37
TX000038987,"GYSHGY, TX",9/30/1904,57,70,35
TX000038987,"GYSHGY, TX",10/1/1904,47,59,35
TX000038987,"GYSHGY, TX",10/2/1904,43,60,35
TX000038987,"GYSHGY, TX",10/3/1904,48,61,40
TX000038987,"GYSHGY, TX",10/4/1904,45,56,32
TX000038987,"GYSHGY, TX",10/5/1904,41,53,34
TX000038987,"GYSHGY, TX",10/6/1904,42,59,19
TX000038987,"GYSHGY, TX",10/7/1904,59,78,30
TX000038987,"GYSHGY, TX",10/8/1904,68,83,48
TX000038987,"GYSHGY, TX",10/9/1904,67,84,42
TX000038987,"GYSHGY, TX",10/10/1904,62,77,41
TX000038987,"GYSHGY, TX",10/11/1904,56,73,38
TX000038987,"GYSHGY, TX",10/12/1904,52,68,34
TX000038987,"GYSHGY, TX",10/13/1904,50,64,36
TX000038987,"GYSHGY, TX",10/14/1904,52,65,36
TX000038987,"GYSHGY, TX",10/15/1904,47,63,26
TX000038987,"GYSHGY, TX",10/16/1904,46,63,22
TX000038987,"GYSHGY, TX",10/17/1904,48,72,17
TX000038987,"GYSHGY, TX",10/18/1904,62,78,41
TX000038987,"GYSHGY, TX",10/19/1904,66,83,48
TX000038987,"GYSHGY, TX",10/20/1904,64,84,44
TX000038987,"GYSHGY, TX",10/21/1904,58,68,42
TX000038987,"GYSHGY, TX",10/22/1904,64,85,40
TX000038987,"GYSHGY, TX",10/23/1904,72,89,50
TX000038987,"GYSHGY, TX",10/24/1904,77,89,64
TX000038987,"GYSHGY, TX",10/25/1904,48,67,44
TX000038987,"GYSHGY, TX",10/26/1904,51,67,41
TX000038987,"GYSHGY, TX",10/27/1904,53,62,41
TX000038987,"GYSHGY, TX",10/28/1904,52,62,43
TX000038987,"GYSHGY, TX",10/29/1904,54,71,31
TX000038987,"GYSHGY, TX",10/30/1904,55,73,36
TX000038987,"GYSHGY, TX",10/31/1904,56,86,32
TX000038987,"GYSHGY, TX",11/1/1904,56,76,32
TX000038987,"GYSHGY, TX",11/2/1904,60,78,45
TX000038987,"GYSHGY, TX",11/3/1904,55,74,47
TX000038987,"GYSHGY, TX",11/4/1904,52,71,32
TX000038987,"GYSHGY, TX",11/5/1904,50,73,36
TX000038987,"GYSHGY, TX",11/6/1904,49,61,33
TX000038987,"GYSHGY, TX",11/7/1904,57,69,34
TX000038987,"GYSHGY, TX",11/8/1904,49,73,41
TX000038987,"GYSHGY, TX",11/9/1904,49,65,40
TX000038987,"GYSHGY, TX",11/10/1904,45,59,32
TX000038987,"GYSHGY, TX",11/11/1904,48,62,33
TX000038987,"GYSHGY, TX",11/12/1904,47,65,34
TX000038987,"GYSHGY, TX",11/13/1904,43,47,36
TX000038987,"GYSHGY, TX",11/14/1904,49,62,36
TX000038987,"GYSHGY, TX",11/15/1904,55,64,36
TX000038987,"GYSHGY, TX",11/16/1904,55,67,47
TX000038987,"GYSHGY, TX",11/17/1904,54,68,36
TX000038987,"GYSHGY, TX",11/18/1904,62,72,52
TX000038987,"GYSHGY, TX",11/19/1904,66,71,58
TX000038987,"GYSHGY, TX",11/20/1904,62,73,52
TX000038987,"GYSHGY, TX",11/21/1904,62,72,50
TX000038987,"GYSHGY, TX",11/22/1904,54,60,46
TX000038987,"GYSHGY, TX",11/23/1904,52,63,44
TX000038987,"GYSHGY, TX",11/24/1904,48,57,40
TX000038987,"GYSHGY, TX",11/25/1904,40,46,34
TX000038987,"GYSHGY, TX",11/26/1904,36,39,32
TX000038987,"GYSHGY, TX",11/27/1904,38,41,33
TX000038987,"GYSHGY, TX",11/28/1904,40,47,33
TX000038987,"GYSHGY, TX",11/29/1904,41,51,34
TX000038987,"GYSHGY, TX",11/30/1904,38,45,33
TX000038987,"GYSHGY, TX",12/1/1904,39,53,27
TX000038987,"GYSHGY, TX",12/2/1904,35,54,28
TX000038987,"GYSHGY, TX",12/3/1904,40,52,30
TX000038987,"GYSHGY, TX",12/4/1904,45,56,30
TX000038987,"GYSHGY, TX",12/5/1904,37,50,26
TX000038987,"GYSHGY, TX",12/6/1904,36,41,21
TX000038987,"GYSHGY, TX",12/7/1904,41,55,22
TX000038987,"GYSHGY, TX",12/8/1904,56,63,38
TX000038987,"GYSHGY, TX",12/9/1904,47,60,36
TX000038987,"GYSHGY, TX",12/10/1904,50,66,29
TX000038987,"GYSHGY, TX",12/11/1904,44,56,33
TX000038987,"GYSHGY, TX",12/12/1904,43,58,30
TX000038987,"GYSHGY, TX",12/13/1904,45,57,34
TX000038987,"GYSHGY, TX",12/14/1904,51,60,35
TX000038987,"GYSHGY, TX",12/15/1904,51,63,33
TX000038987,"GYSHGY, TX",12/16/1904,51,62,37
TX000038987,"GYSHGY, TX",12/17/1904,47,55,35
TX000038987,"GYSHGY, TX",12/18/1904,58,66,46
TX000038987,"GYSHGY, TX",12/19/1904,50,60,41
TX000038987,"GYSHGY, TX",12/20/1904,43,55,33
TX000038987,"GYSHGY, TX",12/21/1904,42,56,28
TX000038987,"GYSHGY, TX",12/22/1904,43,59,29
TX000038987,"GYSHGY, TX",12/23/1904,46,60,31
TX000038987,"GYSHGY, TX",12/24/1904,54,63,43
TX000038987,"GYSHGY, TX",12/25/1904,60,66,53
TX000038987,"GYSHGY, TX",12/26/1904,51,64,31
TX000038987,"GYSHGY, TX",12/27/1904,54,63,32
TX000038987,"GYSHGY, TX",12/28/1904,50,58,32
TX000038987,"GYSHGY, TX",12/29/1904,44,60,30
TX000038987,"GYSHGY, TX",12/30/1904,54,75,40
TX000038987,"GYSHGY, TX",12/31/1904,39,52,30
TX000038987,"GYSHGY, TX",1/1/1905,35,,29
TX000038987,"GYSHGY, TX",1/2/1905,46,,27
TX000038987,"GYSHGY, TX",1/3/1905,49,,31
TX000038987,"GYSHGY, TX",1/4/1905,44,,28
TX000038987,"GYSHGY, TX",1/5/1905,43,,26
TX000038987,"GYSHGY, TX",1/6/1905,35,,27
TX000038987,"GYSHGY, TX",1/7/1905,23,,12
TX000038987,"GYSHGY, TX",1/8/1905,2,,-18
TX000038987,"GYSHGY, TX",1/9/1905,-6,,-29
TX000038987,"GYSHGY, TX",1/10/1905,5,,-21
TX000038987,"GYSHGY, TX",1/11/1905,24,,2
TX000038987,"GYSHGY, TX",1/12/1905,18,,13
TX000038987,"GYSHGY, TX",1/13/1905,18,,14
TX000038987,"GYSHGY, TX",1/14/1905,20,,-1
TX000038987,"GYSHGY, TX",1/15/1905,10,,-9
TX000038987,"GYSHGY, TX",1/16/1905,20,,-7
TX000038987,"GYSHGY, TX",1/17/1905,24,,4
TX000038987,"GYSHGY, TX",1/18/1905,33,,23
TX000038987,"GYSHGY, TX",1/19/1905,30,,26
TX000038987,"GYSHGY, TX",1/20/1905,29,,18
TX000038987,"GYSHGY, TX",1/21/1905,23,,9
TX000038987,"GYSHGY, TX",1/22/1905,28,,11
TX000038987,"GYSHGY, TX",1/23/1905,34,,20
TX000038987,"GYSHGY, TX",1/24/1905,38,,27
TX000038987,"GYSHGY, TX",1/25/1905,32,,23
TX000038987,"GYSHGY, TX",1/26/1905,34,,26
TX000038987,"GYSHGY, TX",1/27/1905,34,,22
TX000038987,"GYSHGY, TX",1/28/1905,42,,30
TX000038987,"GYSHGY, TX",1/29/1905,44,,35
TX000038987,"GYSHGY, TX",1/30/1905,41,,31
TX000038987,"GYSHGY, TX",1/31/1905,41,,31
TX000038987,"GYSHGY, TX",2/1/1905,37,,32
TX000038987,"GYSHGY, TX",2/2/1905,35,,31
TX000038987,"GYSHGY, TX",2/3/1905,36,,30
TX000038987,"GYSHGY, TX",2/4/1905,37,,23
TX000038987,"GYSHGY, TX",2/5/1905,38,,26
TX000038987,"GYSHGY, TX",2/6/1905,45,58,27
TX000038987,"GYSHGY, TX",2/7/1905,45,55,30
TX000038987,"GYSHGY, TX",2/8/1905,33,36,29
TX000038987,"GYSHGY, TX",2/9/1905,25,29,20
TX000038987,"GYSHGY, TX",2/10/1905,22,26,17
TX000038987,"GYSHGY, TX",2/11/1905,26,31,19
TX000038987,"GYSHGY, TX",2/12/1905,25,28,23
TX000038987,"GYSHGY, TX",2/13/1905,27,33,20
TX000038987,"GYSHGY, TX",2/14/1905,28,37,22
TX000038987,"GYSHGY, TX",2/15/1905,31,44,14
TX000038987,"GYSHGY, TX",2/16/1905,41,55,17
TX000038987,"GYSHGY, TX",2/17/1905,46,61,27
TX000038987,"GYSHGY, TX",2/18/1905,48,65,28
TX000038987,"GYSHGY, TX",2/19/1905,54,69,35
TX000038987,"GYSHGY, TX",2/20/1905,39,56,32
TX000038987,"GYSHGY, TX",2/21/1905,54,68,32
TX000038987,"GYSHGY, TX",2/22/1905,45,60,36
TX000038987,"GYSHGY, TX",2/23/1905,42,53,33
TX000038987,"GYSHGY, TX",2/24/1905,48,60,37
TX000038987,"GYSHGY, TX",2/25/1905,42,60,37
TX000038987,"GYSHGY, TX",2/26/1905,40,51,33
TX000038987,"GYSHGY, TX",2/27/1905,40,48,29
TX000038987,"GYSHGY, TX",2/28/1905,38,42,38
TX000038987,"GYSHGY, TX",3/1/1905,30,34,27
TX000038987,"GYSHGY, TX",3/2/1905,32,37,26
TX000038987,"GYSHGY, TX",3/3/1905,33,35,27
TX000038987,"GYSHGY, TX",3/4/1905,38,44,31
TX000038987,"GYSHGY, TX",3/5/1905,42,47,33
TX000038987,"GYSHGY, TX",3/6/1905,44,56,34
TX000038987,"GYSHGY, TX",3/7/1905,48,60,28
TX000038987,"GYSHGY, TX",3/8/1905,56,70,34
TX000038987,"GYSHGY, TX",3/9/1905,63,79,42
TX000038987,"GYSHGY, TX",3/10/1905,65,79,52
TX000038987,"GYSHGY, TX",3/11/1905,51,61,45
TX000038987,"GYSHGY, TX",3/12/1905,39,48,36
TX000038987,"GYSHGY, TX",3/13/1905,32,38,27
TX000038987,"GYSHGY, TX",3/14/1905,29,36,21
TX000038987,"GYSHGY, TX",3/15/1905,26,32,18
TX000038987,"GYSHGY, TX",3/16/1905,27,36,15
TX000038987,"GYSHGY, TX",3/17/1905,35,48,16
TX000038987,"GYSHGY, TX",3/18/1905,38,49,22
TX000038987,"GYSHGY, TX",3/19/1905,41,52,24
TX000038987,"GYSHGY, TX",3/20/1905,46,62,22
TX000038987,"GYSHGY, TX",3/21/1905,59,77,33
TX000038987,"GYSHGY, TX",3/22/1905,55,67,39
TX000038987,"GYSHGY, TX",3/23/1905,55,68,42
TX000038987,"GYSHGY, TX",3/24/1905,57,74,36
TX000038987,"GYSHGY, TX",3/25/1905,56,75,39
TX000038987,"GYSHGY, TX",3/26/1905,60,78,39
TX000038987,"GYSHGY, TX",3/27/1905,64,82,41
TX000038987,"GYSHGY, TX",3/28/1905,59,73,42
TX000038987,"GYSHGY, TX",3/29/1905,50,76,40
TX000038987,"GYSHGY, TX",3/30/1905,43,49,32
TX000038987,"GYSHGY, TX",3/31/1905,51,75,26
TX000038987,"GYSHGY, TX",4/1/1905,62,85,36
TX000038987,"GYSHGY, TX",4/2/1905,71,87,51
TX000038987,"GYSHGY, TX",4/3/1905,73,91,49
TX000038987,"GYSHGY, TX",4/4/1905,76,90,54
TX000038987,"GYSHGY, TX",4/5/1905,69,76,53
TX000038987,"GYSHGY, TX",4/6/1905,49,52,46
TX000038987,"GYSHGY, TX",4/7/1905,49,55,44
TX000038987,"GYSHGY, TX",4/8/1905,56,72,36
TX000038987,"GYSHGY, TX",4/9/1905,61,74,43
TX000038987,"GYSHGY, TX",4/10/1905,59,71,48
TX000038987,"GYSHGY, TX",4/11/1905,69,87,45
TX000038987,"GYSHGY, TX",4/12/1905,67,80,58
TX000038987,"GYSHGY, TX",4/13/1905,68,81,51
TX000038987,"GYSHGY, TX",4/14/1905,75,89,56
TX000038987,"GYSHGY, TX",4/15/1905,67,80,58
TX000038987,"GYSHGY, TX",4/16/1905,62,74,53
TX000038987,"GYSHGY, TX",4/17/1905,63,74,51
TX000038987,"GYSHGY, TX",4/18/1905,64,75,53
TX000038987,"GYSHGY, TX",4/19/1905,67,76,53
TX000038987,"GYSHGY, TX",4/20/1905,69,83,50
TX000038987,"GYSHGY, TX",4/21/1905,65,75,56
TX000038987,"GYSHGY, TX",4/22/1905,67,76,59
TX000038987,"GYSHGY, TX",4/23/1905,74,89,55
TX000038987,"GYSHGY, TX",4/24/1905,78,97,53
TX000038987,"GYSHGY, TX",4/25/1905,76,88,62
TX000038987,"GYSHGY, TX",4/26/1905,80,99,53
TX000038987,"GYSHGY, TX",4/27/1905,75,90,63
TX000038987,"GYSHGY, TX",4/28/1905,67,78,56
TX000038987,"GYSHGY, TX",4/29/1905,60,69,55
TX000038987,"GYSHGY, TX",4/30/1905,55,64,50
TX000038987,"GYSHGY, TX",5/1/1905,60,69,43
TX000038987,"GYSHGY, TX",5/2/1905,60,72,41
TX000038987,"GYSHGY, TX",5/3/1905,63,75,47
TX000038987,"GYSHGY, TX",5/4/1905,62,73,44
TX000038987,"GYSHGY, TX",5/5/1905,66,81,43
TX000038987,"GYSHGY, TX",5/6/1905,72,86,44
TX000038987,"GYSHGY, TX",5/7/1905,75,94,50
TX000038987,"GYSHGY, TX",5/8/1905,69,79,58
TX000038987,"GYSHGY, TX",5/9/1905,75,88,54
TX000038987,"GYSHGY, TX",5/10/1905,77,95,56
TX000038987,"GYSHGY, TX",5/11/1905,81,96,64
TX000038987,"GYSHGY, TX",5/12/1905,81,95,62
TX000038987,"GYSHGY, TX",5/13/1905,82,96,56
TX000038987,"GYSHGY, TX",5/14/1905,81,93,65
TX000038987,"GYSHGY, TX",5/15/1905,83,99,57
TX000038987,"GYSHGY, TX",5/16/1905,85,103,63
TX000038987,"GYSHGY, TX",5/17/1905,68,81,64
TX000038987,"GYSHGY, TX",5/18/1905,74,89,54
TX000038987,"GYSHGY, TX",5/19/1905,77,88,63
TX000038987,"GYSHGY, TX",5/20/1905,81,94,61
TX000038987,"GYSHGY, TX",5/21/1905,83,96,61
TX000038987,"GYSHGY, TX",5/22/1905,77,86,69
TX000038987,"GYSHGY, TX",5/23/1905,75,86,60
TX000038987,"GYSHGY, TX",5/24/1905,73,84,57
TX000038987,"GYSHGY, TX",5/25/1905,76,89,54
TX000038987,"GYSHGY, TX",5/26/1905,78,92,54
TX000038987,"GYSHGY, TX",5/27/1905,81,96,57
TX000038987,"GYSHGY, TX",5/28/1905,80,98,55
TX000038987,"GYSHGY, TX",5/29/1905,85,101,57
TX000038987,"GYSHGY, TX",5/30/1905,88,104,60
TX000038987,"GYSHGY, TX",5/31/1905,90,103,74
TX000038987,"GYSHGY, TX",6/1/1905,89,103,65
TX000038987,"GYSHGY, TX",6/2/1905,91,106,63
TX000038987,"GYSHGY, TX",6/3/1905,94,108,67
TX000038987,"GYSHGY, TX",6/4/1905,88,103,66
TX000038987,"GYSHGY, TX",6/5/1905,85,93,73
TX000038987,"GYSHGY, TX",6/6/1905,81,92,68
TX000038987,"GYSHGY, TX",6/7/1905,78,89,65
TX000038987,"GYSHGY, TX",6/8/1905,76,90,51
TX000038987,"GYSHGY, TX",6/9/1905,79,93,59
TX000038987,"GYSHGY, TX",6/10/1905,79,94,58
TX000038987,"GYSHGY, TX",6/11/1905,83,96,56
TX000038987,"GYSHGY, TX",6/12/1905,86,101,59
TX000038987,"GYSHGY, TX",6/13/1905,85,102,61
TX000038987,"GYSHGY, TX",6/14/1905,79,88,70
TX000038987,"GYSHGY, TX",6/15/1905,80,89,68
TX000038987,"GYSHGY, TX",6/16/1905,81,91,64
TX000038987,"GYSHGY, TX",6/17/1905,81,92,65
TX000038987,"GYSHGY, TX",6/18/1905,81,96,65
TX000038987,"GYSHGY, TX",6/19/1905,83,99,55
TX000038987,"GYSHGY, TX",6/20/1905,86,101,62
TX000038987,"GYSHGY, TX",6/21/1905,90,107,65
TX000038987,"GYSHGY, TX",6/22/1905,85,94,77
TX000038987,"GYSHGY, TX",6/23/1905,81,94,70
TX000038987,"GYSHGY, TX",6/24/1905,83,95,68
TX000038987,"GYSHGY, TX",6/25/1905,84,95,73
TX000038987,"GYSHGY, TX",6/26/1905,81,95,67
TX000038987,"GYSHGY, TX",6/27/1905,81,95,60
TX000038987,"GYSHGY, TX",6/28/1905,82,95,60
TX000038987,"GYSHGY, TX",6/29/1905,84,92,72
TX000038987,"GYSHGY, TX",6/30/1905,87,95,72
TX000038987,"GYSHGY, TX",7/1/1905,85,96,70
TX000038987,"GYSHGY, TX",7/2/1905,84,98,61
TX000038987,"GYSHGY, TX",7/3/1905,84,99,67
TX000038987,"GYSHGY, TX",7/4/1905,85,95,70
TX000038987,"GYSHGY, TX",7/5/1905,84,95,65
TX000038987,"GYSHGY, TX",7/6/1905,83,92,74
TX000038987,"GYSHGY, TX",7/7/1905,82,93,67
TX000038987,"GYSHGY, TX",7/8/1905,83,94,66
TX000038987,"GYSHGY, TX",7/9/1905,82,90,67
TX000038987,"GYSHGY, TX",7/10/1905,82,91,69
TX000038987,"GYSHGY, TX",7/11/1905,85,94,67
TX000038987,"GYSHGY, TX",7/12/1905,86,98,73
TX000038987,"GYSHGY, TX",7/13/1905,84,99,62
TX000038987,"GYSHGY, TX",7/14/1905,85,98,69
TX000038987,"GYSHGY, TX",7/15/1905,83,95,69
TX000038987,"GYSHGY, TX",7/16/1905,84,98,67
TX000038987,"GYSHGY, TX",7/17/1905,85,93,76
TX000038987,"GYSHGY, TX",7/18/1905,83,94,68
TX000038987,"GYSHGY, TX",7/19/1905,81,94,65
TX000038987,"GYSHGY, TX",7/20/1905,80,93,57
TX000038987,"GYSHGY, TX",7/21/1905,84,92,65
TX000038987,"GYSHGY, TX",7/22/1905,81,94,69
TX000038987,"GYSHGY, TX",7/23/1905,83,91,69
TX000038987,"GYSHGY, TX",7/24/1905,82,96,66
TX000038987,"GYSHGY, TX",7/25/1905,86,101,66
TX000038987,"GYSHGY, TX",7/26/1905,85,96,71
TX000038987,"GYSHGY, TX",7/27/1905,84,93,74
TX000038987,"GYSHGY, TX",7/28/1905,79,89,69
TX000038987,"GYSHGY, TX",7/29/1905,75,87,59
TX000038987,"GYSHGY, TX",7/30/1905,81,90,65
TX000038987,"GYSHGY, TX",7/31/1905,81,91,66
TX000038987,"GYSHGY, TX",8/1/1905,78,90,61
TX000038987,"GYSHGY, TX",8/2/1905,79,94,58
TX000038987,"GYSHGY, TX",8/3/1905,79,95,54
TX000038987,"GYSHGY, TX",8/4/1905,80,93,58
TX000038987,"GYSHGY, TX",8/5/1905,80,94,61
TX000038987,"GYSHGY, TX",8/6/1905,80,95,55
TX000038987,"GYSHGY, TX",8/7/1905,81,96,56
TX000038987,"GYSHGY, TX",8/8/1905,83,96,62
TX000038987,"GYSHGY, TX",8/9/1905,81,90,66
TX000038987,"GYSHGY, TX",8/10/1905,80,91,67
TX000038987,"GYSHGY, TX",8/11/1905,79,91,60
TX000038987,"GYSHGY, TX",8/12/1905,78,96,64
TX000038987,"GYSHGY, TX",8/13/1905,85,97,67
TX000038987,"GYSHGY, TX",8/14/1905,79,93,64
TX000038987,"GYSHGY, TX",8/15/1905,75,84,63
TX000038987,"GYSHGY, TX",8/16/1905,74,85,58
TX000038987,"GYSHGY, TX",8/17/1905,74,87,50
TX000038987,"GYSHGY, TX",8/18/1905,74,88,49
TX000038987,"GYSHGY, TX",8/19/1905,79,90,60
TX000038987,"GYSHGY, TX",8/20/1905,78,93,53
TX000038987,"GYSHGY, TX",8/21/1905,79,95,53
TX000038987,"GYSHGY, TX",8/22/1905,81,98,54
TX000038987,"GYSHGY, TX",8/23/1905,82,99,57
TX000038987,"GYSHGY, TX",8/24/1905,85,100,60
TX000038987,"GYSHGY, TX",8/25/1905,79,90,55
TX000038987,"GYSHGY, TX",8/26/1905,68,76,61
TX000038987,"GYSHGY, TX",8/27/1905,66,76,55
TX000038987,"GYSHGY, TX",8/28/1905,65,73,52
TX000038987,"GYSHGY, TX",8/29/1905,68,81,51
TX000038987,"GYSHGY, TX",8/30/1905,68,81,49
TX000038987,"GYSHGY, TX",8/31/1905,64,75,49
TX000038987,"GYSHGY, TX",9/1/1905,63,77,40
TX000038987,"GYSHGY, TX",9/2/1905,64,79,41
TX000038987,"GYSHGY, TX",9/3/1905,65,81,40
TX000038987,"GYSHGY, TX",9/4/1905,66,81,42
TX000038987,"GYSHGY, TX",9/5/1905,67,81,44
TX000038987,"GYSHGY, TX",9/6/1905,68,86,43
TX000038987,"GYSHGY, TX",9/7/1905,69,86,44
TX000038987,"GYSHGY, TX",9/8/1905,69,87,42
TX000038987,"GYSHGY, TX",9/9/1905,69,83,43
TX000038987,"GYSHGY, TX",9/10/1905,67,78,42
TX000038987,"GYSHGY, TX",9/11/1905,67,79,47
TX000038987,"GYSHGY, TX",9/12/1905,65,81,43
TX000038987,"GYSHGY, TX",9/13/1905,64,79,41
TX000038987,"GYSHGY, TX",9/14/1905,60,77,36
TX000038987,"GYSHGY, TX",9/15/1905,60,76,35
TX000038987,"GYSHGY, TX",9/16/1905,60,75,36
TX000038987,"GYSHGY, TX",9/17/1905,63,78,37
TX000038987,"GYSHGY, TX",9/18/1905,65,80,36
TX000038987,"GYSHGY, TX",9/19/1905,68,83,37
TX000038987,"GYSHGY, TX",9/20/1905,69,87,43
TX000038987,"GYSHGY, TX",9/21/1905,72,84,49
TX000038987,"GYSHGY, TX",9/22/1905,69,82,51
TX000038987,"GYSHGY, TX",9/23/1905,72,87,53
TX000038987,"GYSHGY, TX",9/24/1905,73,87,56
TX000038987,"GYSHGY, TX",9/25/1905,76,90,50
TX000038987,"GYSHGY, TX",9/26/1905,69,82,47
TX000038987,"GYSHGY, TX",9/27/1905,67,79,46
TX000038987,"GYSHGY, TX",9/28/1905,65,79,49
TX000038987,"GYSHGY, TX",9/29/1905,60,76,40
TX000038987,"GYSHGY, TX",9/30/1905,55,71,33
TX000038987,"GYSHGY, TX",10/1/1905,58,71,50
TX000038987,"GYSHGY, TX",10/2/1905,58,79,41
TX000038987,"GYSHGY, TX",10/3/1905,66,84,41
TX000038987,"GYSHGY, TX",10/4/1905,71,89,52
TX000038987,"GYSHGY, TX",10/5/1905,63,78,47
TX000038987,"GYSHGY, TX",10/6/1905,61,73,43
TX000038987,"GYSHGY, TX",10/7/1905,65,85,40
TX000038987,"GYSHGY, TX",10/8/1905,69,90,46
TX000038987,"GYSHGY, TX",10/9/1905,66,88,51
TX000038987,"GYSHGY, TX",10/10/1905,68,78,54
TX000038987,"GYSHGY, TX",10/11/1905,62,71,52
TX000038987,"GYSHGY, TX",10/12/1905,54,67,36
TX000038987,"GYSHGY, TX",10/13/1905,54,67,35
TX000038987,"GYSHGY, TX",10/14/1905,52,65,33
TX000038987,"GYSHGY, TX",10/15/1905,46,63,27
TX000038987,"GYSHGY, TX",10/16/1905,52,72,23
TX000038987,"GYSHGY, TX",10/17/1905,65,84,29
TX000038987,"GYSHGY, TX",10/18/1905,64,74,50
TX000038987,"GYSHGY, TX",10/19/1905,51,56,35
TX000038987,"GYSHGY, TX",10/20/1905,49,60,33
TX000038987,"GYSHGY, TX",10/21/1905,49,62,31
TX000038987,"GYSHGY, TX",10/22/1905,47,61,31
TX000038987,"GYSHGY, TX",10/23/1905,49,63,29
TX000038987,"GYSHGY, TX",10/24/1905,62,74,45
TX000038987,"GYSHGY, TX",10/25/1905,62,81,46
TX000038987,"GYSHGY, TX",10/26/1905,58,76,44
TX000038987,"GYSHGY, TX",10/27/1905,45,59,29
TX000038987,"GYSHGY, TX",10/28/1905,45,57,32
TX000038987,"GYSHGY, TX",10/29/1905,46,62,30
TX000038987,"GYSHGY, TX",10/30/1905,54,75,31
TX000038987,"GYSHGY, TX",10/31/1905,56,74,33
TX000038987,"GYSHGY, TX",11/1/1905,64,79,43
TX000038987,"GYSHGY, TX",11/2/1905,68,81,49
TX000038987,"GYSHGY, TX",11/3/1905,65,78,54
TX000038987,"GYSHGY, TX",11/4/1905,59,78,37
TX000038987,"GYSHGY, TX",11/5/1905,54,76,35
TX000038987,"GYSHGY, TX",11/6/1905,54,76,33
TX000038987,"GYSHGY, TX",11/7/1905,47,57,37
TX000038987,"GYSHGY, TX",11/8/1905,38,45,35
TX000038987,"GYSHGY, TX",11/9/1905,46,58,35
TX000038987,"GYSHGY, TX",11/10/1905,38,42,31
TX000038987,"GYSHGY, TX",11/11/1905,48,63,31
TX000038987,"GYSHGY, TX",11/12/1905,56,66,44
TX000038987,"GYSHGY, TX",11/13/1905,51,66,38
TX000038987,"GYSHGY, TX",11/14/1905,50,70,27
TX000038987,"GYSHGY, TX",11/15/1905,51,68,33
TX000038987,"GYSHGY, TX",11/16/1905,45,60,27
TX000038987,"GYSHGY, TX",11/17/1905,50,70,28
TX000038987,"GYSHGY, TX",11/18/1905,49,63,33
TX000038987,"GYSHGY, TX",11/19/1905,46,55,38
TX000038987,"GYSHGY, TX",11/20/1905,39,46,29
TX000038987,"GYSHGY, TX",11/21/1905,45,57,34
TX000038987,"GYSHGY, TX",11/22/1905,46,62,29
TX000038987,"GYSHGY, TX",11/23/1905,46,66,26
TX000038987,"GYSHGY, TX",11/24/1905,46,62,26
TX000038987,"GYSHGY, TX",11/25/1905,37,44,32
TX000038987,"GYSHGY, TX",11/26/1905,31,37,25
TX000038987,"GYSHGY, TX",11/27/1905,30,35,24
TX000038987,"GYSHGY, TX",11/28/1905,33,38,31
TX000038987,"GYSHGY, TX",11/29/1905,39,48,31
TX000038987,"GYSHGY, TX",11/30/1905,43,56,27
TX000038987,"GYSHGY, TX",12/1/1905,45,51,34
TX000038987,"GYSHGY, TX",12/2/1905,57,66,45
TX000038987,"GYSHGY, TX",12/3/1905,51,60,45
TX000038987,"GYSHGY, TX",12/4/1905,48,59,36
TX000038987,"GYSHGY, TX",12/5/1905,47,51,39
TX000038987,"GYSHGY, TX",12/6/1905,48,55,38
TX000038987,"GYSHGY, TX",12/7/1905,49,57,36
TX000038987,"GYSHGY, TX",12/8/1905,51,60,42
TX000038987,"GYSHGY, TX",12/9/1905,,,
TX000038987,"GYSHGY, TX",12/10/1905,,,
TX000038987,"GYSHGY, TX",12/11/1905,,,
